Animal ID,Lake,Round,Age,Ephippia,D0_date,D0_infstatus,Death_date,D1_date,D1_INFSTATUS,D4_date,D4_INFSTATUS,D8_date,D8_INFSTATUS,D11_date,D11_INFSTATUS,D15_date,D15_INFSTATUS
M4-5,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-6,Mill,4,A,N,09-03-2024,U,9/4/2024,09-04-2024,DEAD,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-7,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-8,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-9,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-10,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-11,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-12,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-13,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-14,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-15,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-16,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-17,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-18,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-19,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,MICG
M4-20,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-21,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-22,Mill,4,J,N,09-03-2024,U,9/10/2024,09-04-2024,U,09-07-2024,U,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-23,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,MICG
M4-24,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,MICG,09-17-2024,MICG
M4-25,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-26,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-27,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-28,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-29,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-30,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-31,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-32,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-33,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-34,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-35,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-36,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-37,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-38,Mill,4,J,N,09-03-2024,U,,09-04-2024,SPRITE,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-39,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-40,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-41,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-42,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-43,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-44,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-45,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-46,Mill,4,A,N,09-03-2024,U,9/4/2024,09-04-2024,DEAD,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-47,Mill,4,J,N,09-03-2024,U,9/10/2024,09-04-2024,U,09-07-2024,U,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-48,Mill,4,A,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-49,Mill,4,A,N,09-03-2024,U,9/10/2024,09-04-2024,U,09-07-2024,U,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-50,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-51,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,MICG,09-13-2024,MICG,09-17-2024,MICG
M4-52,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-53,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-54,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-55,Mill,4,A,N,09-03-2024,U,9/4/2024,09-04-2024,DEAD,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-56,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-57,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-58,Mill,4,A,N,09-03-2024,U,9/4/2024,09-04-2024,DEAD,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-59,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-60,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-61,Mill,4,A,N,09-03-2024,U,9/10/2024,09-04-2024,U,09-07-2024,U,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-62,Mill,4,J,N,09-03-2024,U,9/13/2024,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,DEAD,09-17-2024,DEAD
M4-63,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-64,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-65,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-66,Mill,4,J,N,09-03-2024,U,9/4/2024,09-04-2024,DEAD,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-67,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-68,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-69,Mill,4,A,N,09-03-2024,U,9/4/2024,09-04-2024,DEAD,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-70,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-71,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,PAST
M4-72,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-73,Mill,4,J,N,09-03-2024,U,9/10/2024,09-04-2024,U,09-07-2024,U,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-74,Mill,4,A,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,PAST
M4-75,Mill,4,J,N,09-03-2024,U,9/17/2024,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,DEAD
M4-76,Mill,4,J,N,09-03-2024,U,,09-04-2024,U,09-07-2024,U,09-10-2024,U,09-13-2024,U,09-17-2024,U
M4-77,Mill,4,J,N,09-03-2024,U,9/4/2024,09-04-2024,DEAD,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-78,Mill,4,A,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-79,Mill,4,J,N,09-03-2024,U,9/4/2024,09-04-2024,DEAD,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
M4-80,Mill,4,J,N,09-03-2024,U,9/7/2024,09-04-2024,U,09-07-2024,DEAD,09-10-2024,DEAD,09-13-2024,DEAD,09-17-2024,DEAD
S4-1,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-2,Sullivan,4,A,N,09-05-2024,U,9/6/2024,09-06-2024,DEAD,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-3,Sullivan,4,A,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-4,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-5,Sullivan,4,A,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-6,Sullivan,4,J,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-7,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-8,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-9,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-10,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,U
S4-11,Sullivan,4,A,N,09-05-2024,U,9/12/2024,09-06-2024,U,09-09-2024,UNK_BEADY,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-12,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,MICG,09-20-2024,MICG
S4-13,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,SPRITE
S4-14,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-15,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-16,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,U
S4-17,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-18,Sullivan,4,J,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-19,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-20,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-21,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,SPRITE
S4-22,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-23,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-24,Sullivan,4,J,N,09-05-2024,U,9/6/2024,09-06-2024,DEAD,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-25,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-26,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-27,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-28,Sullivan,4,J,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-29,Sullivan,4,A,N,09-05-2024,U,9/12/2024,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,DEAD,09-20-2024,DEAD
S4-30,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-31,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,SPRITE,09-16-2024,SPRITE,09-20-2024,SPRITE
S4-32,Sullivan,4,A,N,09-05-2024,U,9/12/2024,09-06-2024,U,09-09-2024,U,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-33,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-34,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,U
S4-35,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,SPRITE,09-16-2024,U,09-20-2024,U
S4-36,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-37,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-38,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-39,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-40,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-41,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-42,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-43,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,SPRITE,09-16-2024,U,09-20-2024,U
S4-44,Sullivan,4,A,N,09-05-2024,U,9/16/2024,09-06-2024,SPRITE,09-09-2024,SPRITE,09-12-2024,SPRITE,09-16-2024,DEAD,09-20-2024,DEAD
S4-45,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,MICG
S4-46,Sullivan,4,J,N,09-05-2024,U,9/16/2024,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,DEAD,09-20-2024,DEAD
S4-47,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,U
S4-48,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-49,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-50,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-51,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-52,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-53,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,SPRITE,09-16-2024,SPRITE,09-20-2024,U
S4-54,Sullivan,4,J,N,09-05-2024,U,9/6/2024,09-06-2024,DEAD,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-55,Sullivan,4,J,N,09-05-2024,U,9/12/2024,09-06-2024,U,09-09-2024,RED_SPIRO,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-56,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-57,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,PAST
S4-58,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-59,Sullivan,4,A,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-60,Sullivan,4,J,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-61,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-62,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,U
S4-63,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,U
S4-64,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,SPRITE,09-16-2024,SPRITE,09-20-2024,SPRITE
S4-65,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-66,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,SPRITE,09-16-2024,U,09-20-2024,U
S4-67,Sullivan,4,A,N,09-05-2024,U,9/12/2024,09-06-2024,U,09-09-2024,U,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-68,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,SPRITE,09-12-2024,SPRITE,09-16-2024,SPRITE,09-20-2024,SPRITE
S4-69,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-70,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,U
S4-71,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,U,09-20-2024,MICG
S4-72,Sullivan,4,A,N,09-05-2024,U,,09-06-2024,SPRITE,09-09-2024,U,09-12-2024,U,09-16-2024,SPRITE,09-20-2024,SPRITE
S4-73,Sullivan,4,J,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-74,Sullivan,4,A,N,09-05-2024,U,9/6/2024,09-06-2024,DEAD,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-75,Sullivan,4,J,N,09-05-2024,U,,09-06-2024,U,09-09-2024,U,09-12-2024,U,09-16-2024,MICG,09-20-2024,MICG
S4-76,Sullivan,4,J,N,09-05-2024,U,9/6/2024,09-06-2024,DEAD,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-77,Sullivan,4,A,N,09-05-2024,U,9/9/2024,09-06-2024,U,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-78,Sullivan,4,J,N,09-05-2024,U,9/6/2024,09-06-2024,DEAD,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-79,Sullivan,4,J,N,09-05-2024,U,9/12/2024,09-06-2024,U,09-09-2024,U,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
S4-80,Sullivan,4,A,N,09-05-2024,U,9/6/2024,09-06-2024,DEAD,09-09-2024,DEAD,09-12-2024,DEAD,09-16-2024,DEAD,09-20-2024,DEAD
C5-1,Cedar,5,A,N,09-09-2024,U,,09-10-2024,SPRITE,09-12-2024,SPRITE,09-17-2024,MICG,09-20-2024,MICG,09-24-2024,MICG
C5-2,Cedar,5,A,N,09-09-2024,U,,09-10-2024,U,09-12-2024,SPRITE,09-17-2024,U,09-20-2024,U,09-24-2024,U
C5-3,Cedar,5,A,N,09-09-2024,U,9/20/2024,09-10-2024,U,09-12-2024,U,09-17-2024,U,09-20-2024,DEAD,09-24-2024,DEAD
C5-4,Cedar,5,A,N,09-09-2024,U,9/10/2024,09-10-2024,DEAD,09-12-2024,DEAD,09-17-2024,DEAD,09-20-2024,DEAD,09-24-2024,DEAD
C5-5,Cedar,5,A,N,09-09-2024,U,,09-10-2024,U,09-12-2024,SPRITE,09-17-2024,U,09-20-2024,U,09-24-2024,U
C5-6,Cedar,5,J,N,09-09-2024,U,9/24/2024,09-10-2024,U,09-12-2024,U,09-17-2024,U,09-20-2024,U,09-24-2024,DEAD
C5-7,Cedar,5,A,N,09-09-2024,U,,09-10-2024,U,09-12-2024,SPRITE,09-17-2024,U,09-20-2024,U,09-24-2024,U
C5-8,Cedar,5,J,N,09-09-2024,U,9/20/2024,09-10-2024,SPRITE,09-12-2024,SPRITE,09-17-2024,PAST,09-20-2024,DEAD,09-24-2024,DEAD
C5-9,Cedar,5,A,N,09-09-2024,U,,09-10-2024,SPRITE,09-12-2024,MICG,09-17-2024,MICG,09-20-2024,U,09-24-2024,MICG
C5-10,Cedar,5,A,N,09-09-2024,U,9/17/2024,09-10-2024,SPRITE,09-12-2024,U,09-17-2024,DEAD,09-20-2024,DEAD,09-24-2024,DEAD
C5-11,Cedar,5,J,N,09-09-2024,U,9/12/2024,09-10-2024,U,09-12-2024,DEAD,09-17-2024,DEAD,09-20-2024,DEAD,09-24-2024,DEAD
C5-12,Cedar,5,J,N,09-09-2024,U,9/20/2024,09-10-2024,U,09-12-2024,SPRITE,09-17-2024,U,09-20-2024,DEAD,09-24-2024,DEAD
C5-13,Cedar,5,A,N,09-09-2024,U,,09-10-2024,SPRITE,09-12-2024,SPRITE,09-17-2024,U,09-20-2024,U,09-24-2024,U
C5-14,Cedar,5,J,N,09-09-2024,U,9/20/2024,09-10-2024,U,09-12-2024,SPRITE,09-17-2024,U,09-20-2024,DEAD,09-24-2024,DEAD
C5-15,Cedar,5,A,N,09-09-2024,U,,09-10-2024,U,09-12-2024,U,09-17-2024,U,09-20-2024,U,09-24-2024,U
C5-16,Cedar,5,J,N,09-09-2024,U,,09-10-2024,U,09-12-2024,U,09-17-2024,U,09-20-2024,U,09-24-2024,U
C5-17,Cedar,5,J,N,09-09-2024,U,9/12/2024,09-10-2024,SPRITE,09-12-2024,DEAD,09-17-2024,DEAD,09-20-2024,DEAD,09-24-2024,DEAD
C5-18,Cedar,5,J,N,09-09-2024,U,9/20/2024,09-10-2024,U,09-12-2024,U,09-17-2024,U,09-20-2024,DEAD,09-24-2024,DEAD
